Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
6,Fresh_Graduate,743329,11,yes,normal,3,15,2,,,1,flat,11,Kuala Lumpur,3,,,16168,Accept,7
6,Fresh_Graduate,,,no,normal,3,15,2,2,5,2,flat,11,Kuala Lumpur,3,7527,1316527,14072,Accept,7
6,Fresh_Graduate,102778,,yes,gold,3,,,2,5,3,flat,,Kuala Lumpur,1,11264,437625,18415,Accept,8
6,Fresh_Graduate,126653,22,no,gold,3,15,,2,5,1,,11,Kuala Lumpur,2,,1403864,,Reject,6
6,Fresh_Graduate,292211,10,yes,normal,3,15,2,,5,1,flat,11,Kuala Lumpur,3,10719,739025,,Accept,8
6,Fresh_Graduate,,11,no,gold,3,15,,2,5,3,flat,11,Kuala Lumpur,2,7722,1164199,9196,Reject,7
6,Fresh_Graduate,789589,,yes,normal,3,15,2,2,5,2,flat,11,Kuala Lumpur,,5889,,17171,Reject,6
6,Fresh_Graduate,401010,,no,normal,3,15,2,,5,2,flat,11,Kuala Lumpur,3,11679,433014,16131,Accept,9
6,Fresh_Graduate,,19,yes,,3,15,2,,,3,flat,11,Kuala Lumpur,1,10943,1372549,17189,Accept,6
6,Fresh_Graduate,581556,10,no,gold,3,15,2,2,,2,flat,11,Kuala Lumpur,,6482,937687,16753,Reject,6
6,Fresh_Graduate,,,yes,gold,3,15,,2,5,1,flat,11,Kuala Lumpur,3,4648,633557,11972,Accept,8
6,Fresh_Graduate,406154,17,no,normal,3,15,2,2,,3,flat,11,Kuala Lumpur,3,,1201056,,Reject,6
6,Fresh_Graduate,,17,yes,normal,3,15,2,2,5,2,,11,Kuala Lumpur,,,630162,10290,Accept,7
6,Fresh_Graduate,501499,22,no,normal,3,15,,,,2,,11,Kuala Lumpur,,11484,1026241,,Accept,6
6,Fresh_Graduate,291375,16,yes,normal,3,15,,2,5,1,flat,,Kuala Lumpur,2,,1291506,9116,Reject,9
6,Fresh_Graduate,633758,24,no,normal,3,15,2,2,,1,flat,,Kuala Lumpur,,5938,608531,9454,Accept,6
6,Fresh_Graduate,,21,yes,normal,3,15,2,,,2,flat,11,Kuala Lumpur,1,5376,958242,7726,Accept,9
6,Fresh_Graduate,455047,18,no,,3,15,2,,5,1,flat,,Kuala Lumpur,,9552,1405917,,Accept,9
6,Fresh_Graduate,475913,21,yes,,3,15,2,2,5,2,flat,11,Kuala Lumpur,,,715085,7937,Accept,9
6,Fresh_Graduate,694935,14,no,normal,3,15,2,2,5,3,,11,Kuala Lumpur,,5618,460373,18780,Reject,6
6,Fresh_Graduate,410670,19,yes,normal,3,15,2,2,5,1,flat,11,Kuala Lumpur,,,495839,,Accept,7
6,Fresh_Graduate,,18,no,gold,3,15,,2,5,3,,11,Kuala Lumpur,2,7553,796169,19088,Reject,8
6,Fresh_Graduate,227813,19,yes,gold,3,,,2,,2,flat,11,Kuala Lumpur,,8779,1064646,12056,Accept,6
6,Fresh_Graduate,,16,no,normal,3,15,,2,5,1,flat,11,Kuala Lumpur,3,12490,815888,,Accept,7
6,Fresh_Graduate,529758,19,yes,gold,3,15,2,,,3,,11,Kuala Lumpur,3,3678,1321583,14458,Accept,6
6,Fresh_Graduate,666921,18,no,normal,3,,2,2,5,2,flat,,Kuala Lumpur,2,,,14880,Accept,8
6,Fresh_Graduate,784784,15,yes,normal,3,15,2,2,5,3,flat,11,Kuala Lumpur,2,,1024216,11090,Accept,6
6,Fresh_Graduate,,15,no,,3,,2,,,1,,11,Kuala Lumpur,,11808,424148,,Accept,7
6,Fresh_Graduate,372812,12,yes,gold,3,15,2,,5,1,flat,11,Kuala Lumpur,2,8529,669160,13726,Accept,8
6,Fresh_Graduate,754333,19,no,platinum,3,15,2,,,3,flat,11,Kuala Lumpur,,3913,447282,7534,Reject,9
6,Fresh_Graduate,773691,14,yes,normal,3,15,,2,,2,flat,11,Kuala Lumpur,2,6822,715808,7622,Reject,6
6,Fresh_Graduate,785965,15,no,normal,3,15,,,,1,flat,11,Kuala Lumpur,3,11225,604421,18899,Accept,9
6,Fresh_Graduate,,,yes,normal,3,15,2,2,,3,flat,11,Kuala Lumpur,,10627,1280939,18209,Accept,7
6,Fresh_Graduate,310542,11,no,normal,3,15,2,2,5,3,flat,,Kuala Lumpur,,,1290697,,Accept,6
6,Fresh_Graduate,513725,17,yes,normal,3,,,2,5,2,flat,11,Kuala Lumpur,,4116,1289390,18836,Reject,6
6,Fresh_Graduate,648122,,no,normal,3,15,,,5,2,,11,Kuala Lumpur,2,,691681,,Accept,8
6,Fresh_Graduate,676897,17,yes,gold,3,15,2,2,5,1,flat,11,Kuala Lumpur,3,3949,,12146,Accept,9
6,Fresh_Graduate,202535,21,no,normal,3,15,2,2,5,3,flat,,Kuala Lumpur,,11532,,16720,Accept,7
6,Fresh_Graduate,383232,19,yes,normal,3,15,2,2,5,3,flat,11,Kuala Lumpur,2,,957220,,Accept,8
6,Fresh_Graduate,246771,22,no,gold,3,15,2,2,,2,flat,11,Kuala Lumpur,,,1033385,,Reject,7
6,Fresh_Graduate,712488,15,yes,normal,3,,,2,5,1,flat,11,Kuala Lumpur,1,7089,1022938,19736,Reject,8
6,Fresh_Graduate,617265,20,no,normal,3,15,2,2,5,3,flat,11,Kuala Lumpur,,12147,,12044,Accept,8
6,Fresh_Graduate,145795,,yes,,3,15,2,2,,1,flat,11,Kuala Lumpur,1,,990945,19170,Reject,7
6,Fresh_Graduate,,17,no,gold,3,15,2,2,5,3,flat,11,Kuala Lumpur,3,5286,1045293,10753,Accept,8
6,Fresh_Graduate,,15,yes,normal,3,,2,2,5,3,flat,11,Kuala Lumpur,,9265,1028583,19158,Accept,7
6,Fresh_Graduate,514359,,no,platinum,3,15,2,,5,2,flat,11,Kuala Lumpur,1,6461,1010513,16697,Accept,7
6,Fresh_Graduate,110991,15,yes,normal,3,15,2,2,,2,flat,11,Kuala Lumpur,1,11934,801880,,Reject,7
6,Fresh_Graduate,537363,15,no,normal,3,,2,,,3,flat,11,Kuala Lumpur,,7283,609571,19388,Accept,8
6,Fresh_Graduate,467024,21,yes,normal,3,,2,,5,2,flat,11,Kuala Lumpur,2,6495,1161224,11983,Accept,7
6,Fresh_Graduate,,13,no,gold,3,15,2,2,,3,flat,11,Kuala Lumpur,3,11123,1051600,9848,Accept,6
6,Fresh_Graduate,182172,15,yes,normal,3,15,2,,5,2,flat,11,Kuala Lumpur,,6969,767864,,Accept,8
6,Fresh_Graduate,701697,10,no,gold,3,15,,2,5,3,flat,,Kuala Lumpur,3,8954,1157536,,Reject,9
6,Fresh_Graduate,699585,18,yes,normal,3,15,2,2,5,3,,11,Kuala Lumpur,1,3870,1275109,,Accept,7
6,Fresh_Graduate,,23,no,gold,3,15,2,,5,3,flat,11,Kuala Lumpur,,,,19294,Accept,8
6,Fresh_Graduate,228437,17,yes,normal,3,15,,2,5,2,flat,11,Penang,3,,,12904,Accept,8
6,Fresh_Graduate,461254,15,no,normal,3,15,2,,5,3,flat,11,Penang,,11019,846764,,Accept,8
6,Fresh_Graduate,,22,yes,normal,3,,2,2,,3,flat,11,Penang,,9676,1125383,18384,Reject,8
6,Fresh_Graduate,243250,22,no,normal,3,15,,2,,1,flat,11,Penang,3,6369,666969,,Accept,8
6,Fresh_Graduate,197027,13,yes,normal,3,,2,2,5,2,flat,,Penang,2,,1447194,17844,Accept,8
6,Fresh_Graduate,365207,22,no,normal,3,15,2,,5,3,flat,11,Penang,,5945,1038873,14009,Accept,8
6,Fresh_Graduate,103585,18,yes,normal,3,,2,2,5,1,flat,11,Penang,,11935,429975,,Accept,6
6,Fresh_Graduate,307473,17,no,normal,3,15,2,2,5,2,flat,11,Penang,3,6016,1288039,8962,Accept,7
6,Fresh_Graduate,,11,yes,normal,3,15,,2,,3,flat,11,Penang,,4861,1210501,8369,Accept,7
6,Fresh_Graduate,,22,no,platinum,3,,2,2,5,2,,11,Penang,,8253,1163718,18201,Accept,9
6,Fresh_Graduate,,11,yes,gold,3,15,2,2,,1,flat,11,Penang,3,5198,1261368,9532,Accept,9
6,Fresh_Graduate,274274,23,no,normal,3,,2,2,,3,flat,11,Penang,1,6356,,11048,Accept,6
6,Fresh_Graduate,244678,14,yes,normal,3,,2,,5,1,flat,11,Penang,2,6129,1227765,13440,Reject,8
6,Fresh_Graduate,,,no,gold,3,15,2,,5,2,flat,,Penang,1,11563,1359828,14335,Accept,7
6,Fresh_Graduate,483714,14,yes,gold,3,15,,,5,3,flat,,Penang,3,10232,1054648,7873,Reject,9
6,Fresh_Graduate,217921,,no,normal,3,,,2,,3,flat,,Penang,1,6147,770013,,Accept,8
6,Fresh_Graduate,795360,11,yes,normal,3,15,2,2,,1,flat,,Penang,1,6312,1436984,,Reject,6
6,Fresh_Graduate,101209,24,no,normal,3,15,2,2,5,3,flat,11,Penang,2,11733,1023589,11836,Reject,8
6,Fresh_Graduate,330139,,yes,gold,3,15,,2,5,1,flat,11,Penang,,9630,437088,11699,Accept,7
6,Fresh_Graduate,666900,21,no,gold,3,15,,2,,3,flat,,Penang,3,,1142984,18288,Accept,9
2,Self_Employed,386110,13,yes,gold,3,16,4,,1,2,flat,10,Penang,,5333,,10227,Accept,8
2,Self_Employed,361854,,no,normal,3,16,4,4,,1,flat,10,Penang,2,3602,983523,18314,Accept,8
2,Self_Employed,735898,13,yes,,3,16,,,1,3,flat,10,Penang,3,3982,1356555,,Accept,9
2,Self_Employed,,11,no,platinum,3,16,4,4,,3,flat,,Penang,1,,1008679,,Reject,8
2,Self_Employed,,,yes,gold,3,16,4,4,,2,flat,10,Penang,2,9190,536531,,Accept,9
2,Self_Employed,367958,17,no,normal,3,16,4,,,1,flat,10,Penang,2,11553,1242682,13913,Accept,6
2,Self_Employed,472120,14,yes,,3,16,,4,1,3,flat,10,Penang,1,6778,667627,12326,Accept,9
2,Self_Employed,304457,12,no,platinum,3,,4,,1,2,flat,10,Penang,1,,791322,,Accept,6
2,Self_Employed,539483,14,yes,gold,3,16,4,4,,1,,10,Penang,1,,,,Reject,6
2,Self_Employed,,,no,gold,3,,4,4,1,3,flat,10,Penang,,4209,,19597,Reject,7
2,Self_Employed,552694,18,yes,gold,3,,4,4,,2,flat,10,Penang,2,7216,1268167,15245,Accept,9
2,Self_Employed,332092,22,no,platinum,3,16,4,,1,2,flat,10,Penang,1,10687,1281981,15593,Accept,8
2,Self_Employed,,18,yes,normal,3,,,4,1,3,flat,10,Penang,1,5789,1283369,11338,Accept,9
2,Self_Employed,448270,,no,normal,3,16,4,4,1,1,flat,10,Penang,1,4119,1236276,14555,Accept,8
2,Self_Employed,563547,23,yes,normal,3,16,4,4,1,1,flat,10,Penang,2,12076,735712,8926,Accept,9
2,Self_Employed,774228,21,no,normal,3,16,4,4,1,1,flat,10,Penang,3,7268,619269,15274,Accept,7
2,Self_Employed,432032,22,yes,platinum,3,,4,4,,2,flat,10,Penang,3,4697,889914,11761,Accept,7
2,Self_Employed,,24,no,normal,3,,,,1,2,flat,10,Penang,,11746,984580,,Accept,7
2,Self_Employed,426355,21,yes,gold,3,16,4,4,1,2,flat,10,Penang,,10530,1418409,9696,Accept,8
2,Self_Employed,737121,21,no,normal,3,16,4,4,1,1,flat,10,Penang,2,9896,885487,15092,Accept,8
2,Self_Employed,361303,19,yes,gold,3,16,4,4,1,3,flat,10,Penang,1,4734,1044811,16074,Accept,6
2,Self_Employed,358690,11,no,gold,3,16,4,4,,1,flat,,Penang,1,5717,843336,7918,Accept,7
2,Self_Employed,141894,,yes,normal,3,16,4,4,1,1,flat,10,Penang,2,7108,1399582,,Accept,9
2,Self_Employed,375531,17,no,normal,3,16,4,4,1,3,flat,10,Penang,1,9391,1387477,17999,Accept,9
2,Self_Employed,741450,13,yes,gold,3,16,4,4,1,2,flat,10,Penang,1,6431,466210,10732,Reject,8
2,Self_Employed,543826,,no,normal,3,16,4,4,,1,flat,10,Penang,2,,1397567,10751,Accept,9
2,Self_Employed,282640,,yes,gold,3,16,,4,1,3,flat,10,Penang,1,,1083359,17296,Accept,7
2,Self_Employed,157339,24,no,normal,3,16,4,4,,3,flat,,Penang,2,8359,1021353,7587,Accept,8
2,Self_Employed,518073,,yes,normal,3,16,4,4,1,1,flat,,Penang,,3915,601178,,Accept,9
2,Self_Employed,,14,no,normal,3,16,,4,1,1,flat,10,Penang,2,,,13003,Reject,8
2,Self_Employed,344384,,yes,,3,16,,,,3,flat,10,Penang,,11651,725565,15391,Accept,9
2,Self_Employed,135305,13,no,platinum,3,16,4,4,1,2,flat,10,Penang,3,,1190727,15375,Accept,9
2,Self_Employed,475120,24,yes,normal,3,,,4,1,2,flat,,Penang,3,12056,1078443,,Accept,7
2,Self_Employed,491736,12,no,,3,,,4,1,1,flat,10,Penang,,4267,1092177,19057,Accept,9
2,Self_Employed,115947,21,yes,gold,3,,4,4,1,2,flat,10,Penang,2,12276,1335147,8782,Reject,9
2,Self_Employed,,,no,gold,3,16,4,4,1,3,flat,,Penang,3,10940,454085,7523,Reject,9
2,Self_Employed,571970,23,yes,normal,3,16,4,4,1,2,flat,10,Penang,2,9304,1378054,17464,Accept,9
2,Self_Employed,106817,10,no,normal,3,16,4,4,1,2,flat,10,Penang,3,11446,744119,,Accept,9
2,Self_Employed,365550,20,yes,normal,3,16,4,,1,1,,10,Penang,2,,946170,19449,Accept,6
2,Self_Employed,415740,10,no,,3,16,4,4,1,2,flat,10,Penang,,8908,1354907,,Accept,6
2,Self_Employed,294875,13,yes,normal,3,16,4,,1,3,flat,10,Penang,1,5055,733282,17876,Accept,8
2,Self_Employed,,21,no,normal,3,16,,4,1,2,flat,10,Penang,2,4920,1249323,,Reject,8
2,Self_Employed,364718,13,yes,normal,3,,4,4,1,1,flat,10,Penang,1,6111,1411937,14483,Accept,7
2,Self_Employed,456350,24,no,gold,3,,,,1,1,,10,Penang,3,7810,,19575,Accept,8
2,Self_Employed,344139,17,yes,normal,3,16,,,1,2,flat,10,Penang,3,5735,542902,10836,Accept,8
2,Self_Employed,530371,17,no,normal,3,,4,4,,1,flat,10,Penang,2,8569,1427055,,Accept,7
2,Self_Employed,228899,16,yes,normal,3,16,4,,1,2,flat,10,Penang,,6325,665725,,Accept,8
2,Self_Employed,444238,19,no,,3,,,4,,1,flat,,Penang,3,12227,1297843,10876,Accept,9
2,Self_Employed,248309,23,yes,gold,3,,4,,1,1,flat,10,Penang,3,6857,,,Reject,8
2,Self_Employed,407247,10,no,normal,3,16,4,4,1,3,flat,10,Penang,2,10904,1348135,16044,Accept,6
2,Self_Employed,,13,yes,normal,4,,4,,1,1,flat,10,Penang,3,10389,,18428,Accept,6
2,Self_Employed,,15,no,normal,4,16,4,4,,3,flat,10,Penang,3,11207,,,Accept,7
2,Self_Employed,637056,17,yes,normal,4,16,4,4,1,3,flat,10,Penang,,,1289544,,Accept,7
2,Self_Employed,318674,16,no,normal,4,16,4,,1,3,flat,10,Penang,1,6301,532190,,Reject,9
2,Self_Employed,,,yes,gold,4,,4,,,2,flat,,Penang,3,12469,947103,19988,Accept,9
2,Self_Employed,443310,15,no,normal,4,16,,,1,3,flat,10,Penang,,10055,1172479,10639,Accept,8
2,Self_Employed,641293,22,yes,gold,4,,4,,1,1,flat,10,Penang,1,11808,684215,,Reject,7
2,Self_Employed,268761,15,no,normal,4,16,,4,1,2,flat,10,Penang,3,3867,1417543,,Accept,6
2,Self_Employed,,,yes,normal,4,16,4,4,,3,,10,Penang,,7642,1376480,15006,Accept,8
2,Self_Employed,,,no,gold,4,16,,4,1,2,flat,,Penang,1,7907,859543,19317,Accept,6
2,Self_Employed,204599,19,yes,normal,4,,,,1,3,bungalow,10,Penang,3,11783,1138519,17237,Reject,9
2,Self_Employed,,14,no,normal,4,16,4,4,1,1,bungalow,,Penang,,10060,741383,10359,Accept,7
2,Self_Employed,,13,yes,normal,4,,4,4,1,2,bungalow,10,Penang,1,10459,,9629,Accept,6
2,Self_Employed,792056,11,no,normal,4,16,,,1,3,,,Penang,1,7688,437234,,Accept,9
2,Self_Employed,350508,12,yes,normal,4,16,4,4,1,2,bungalow,,Penang,,8512,,14635,Reject,7
2,Self_Employed,170164,13,no,gold,4,16,,4,1,2,bungalow,10,Penang,2,5879,687860,13862,Accept,7
2,Self_Employed,576387,11,yes,normal,4,16,,,1,2,bungalow,10,Penang,3,7531,606128,17337,Accept,8
2,Self_Employed,195499,13,no,normal,4,16,4,4,,2,,10,Penang,1,,1428551,19445,Accept,7
2,Self_Employed,,24,yes,gold,4,16,4,4,1,1,bungalow,10,Penang,1,7475,1112142,14162,Accept,9
2,Self_Employed,318438,21,no,normal,4,16,,4,1,1,bungalow,10,Penang,2,5922,1077122,,Reject,8
2,Self_Employed,766182,16,yes,normal,4,,4,4,,2,bungalow,10,Penang,,6979,435569,16292,Reject,8
2,Self_Employed,182087,16,no,normal,4,,4,,,3,bungalow,,Penang,1,,844648,18413,Accept,6
2,Self_Employed,,15,yes,normal,4,16,4,,1,1,bungalow,10,Penang,3,5870,1368178,,Accept,8
2,Self_Employed,128685,19,no,,4,16,4,4,1,3,bungalow,10,Penang,2,12096,667100,10966,Reject,8
2,Self_Employed,104585,,yes,platinum,4,16,4,4,1,1,bungalow,,Penang,2,7727,1216289,18739,Accept,7
2,Self_Employed,293746,15,no,normal,4,16,4,4,1,3,bungalow,10,Penang,3,8549,925539,,Accept,8
2,Self_Employed,789501,16,yes,normal,4,,,4,,1,bungalow,10,Penang,3,3861,1054870,,Accept,7
2,Self_Employed,,21,no,normal,4,,4,4,1,3,bungalow,,Penang,,5769,1118774,,Accept,9
2,Self_Employed,340279,,yes,normal,4,,,,1,3,,10,Penang,2,7948,1365121,,Accept,8
2,Self_Employed,130621,18,no,platinum,4,16,4,4,1,2,bungalow,10,Penang,1,7361,1340245,14186,Accept,6
2,Self_Employed,356616,14,yes,normal,4,16,4,4,1,1,bungalow,10,Penang,3,10163,,19850,Accept,9
2,Self_Employed,579470,,no,,4,16,,4,1,1,bungalow,10,Penang,2,8894,463220,13079,Accept,9
2,Self_Employed,500160,21,yes,normal,4,16,4,4,1,1,bungalow,10,Penang,1,6968,524792,,Accept,7
2,Self_Employed,,21,no,normal,4,16,4,,,3,bungalow,10,Penang,3,10755,577491,13120,Accept,7
2,Self_Employed,366043,17,yes,gold,4,16,4,,1,1,bungalow,10,Penang,,6616,821926,12015,Accept,9
2,Self_Employed,140661,23,no,normal,4,,4,,,1,bungalow,10,Penang,1,,1079666,16238,Accept,9
2,Self_Employed,289961,12,yes,normal,4,16,4,4,1,3,bungalow,10,Penang,1,,781934,9887,Reject,7
2,Self_Employed,110315,20,no,normal,4,16,4,,1,1,bungalow,10,Penang,,12108,548360,11231,Accept,7
2,Self_Employed,,24,yes,gold,4,16,,,1,2,bungalow,10,Penang,2,12314,425664,7907,Reject,7
2,Self_Employed,,18,no,normal,4,16,,,,1,bungalow,,Penang,3,,,13748,Accept,7
2,Self_Employed,421538,13,yes,normal,4,16,4,,1,3,bungalow,10,Penang,,11293,1394323,19594,Accept,8
2,Self_Employed,596914,15,no,normal,4,,4,4,1,1,bungalow,10,Penang,,,,,Accept,6
2,Self_Employed,230648,22,yes,gold,4,16,4,4,1,3,bungalow,10,Penang,2,5674,1123705,8386,Accept,6
2,Self_Employed,689778,15,no,gold,4,16,,4,1,2,bungalow,10,Penang,2,9408,930004,9679,Reject,9
2,Self_Employed,437660,19,yes,normal,4,16,4,,,2,,10,Penang,2,12127,1243399,8299,Accept,8
2,Self_Employed,,24,no,normal,4,16,4,,,1,,,Penang,1,,1024380,14020,Accept,6
2,Self_Employed,,10,yes,,4,16,4,4,,3,bungalow,10,Penang,2,,,12574,Accept,7
2,Self_Employed,300454,20,no,gold,4,16,,4,1,2,bungalow,,Penang,2,4171,449725,,Reject,6
2,Self_Employed,546682,,yes,normal,4,16,,,,2,bungalow,10,Penang,,9112,447829,,Accept,6
2,Self_Employed,748944,12,no,platinum,4,,,,,1,,10,Penang,2,9597,941089,8283,Accept,7
7,government,,,yes,normal,4,16,4,4,1,1,bungalow,10,Penang,2,5004,898073,18698,Accept,9
7,government,358240,19,no,normal,4,16,,,,1,bungalow,10,Penang,1,,1095865,,Accept,7
7,government,342936,,yes,platinum,4,16,4,4,1,3,bungalow,10,Penang,,10079,614246,18072,Accept,6
7,government,,,no,gold,4,16,4,4,1,2,bungalow,10,Penang,1,7190,872797,,Accept,9
7,government,571653,10,yes,normal,4,,4,,,1,bungalow,10,Penang,1,,744368,,Reject,8
7,government,,24,no,normal,4,16,4,4,1,1,bungalow,10,Penang,,,1024961,12785,Accept,9
7,government,442070,10,yes,normal,4,16,4,4,1,3,bungalow,10,Penang,,10091,636255,14236,Accept,6
7,government,492520,,no,normal,4,16,4,,,2,bungalow,10,Penang,3,8151,895911,,Accept,8
7,government,,19,yes,normal,4,16,4,4,1,1,bungalow,10,Penang,2,6687,1054653,11152,Accept,8
7,government,,24,no,normal,4,16,4,4,1,2,bungalow,10,Penang,,4556,,17621,Accept,9
7,government,319529,,yes,normal,4,,4,,,1,bungalow,10,Penang,,6110,,18603,Accept,8
7,government,334830,16,no,normal,4,,4,,,3,bungalow,10,Penang,2,,1390125,9487,Accept,9
7,government,107232,,yes,,4,,4,4,1,1,bungalow,10,Penang,2,,1041165,19764,Accept,6
7,government,,,no,gold,4,,4,4,1,2,bungalow,10,Penang,3,7398,1272151,,Accept,8
7,government,163543,23,yes,platinum,4,16,4,4,,1,bungalow,10,Penang,2,9288,604682,,Accept,6
7,government,601606,11,no,normal,4,16,4,4,1,1,bungalow,,Penang,1,5124,1200038,,Accept,8
7,government,,13,yes,normal,4,16,4,,1,3,bungalow,10,Penang,1,8108,,,Accept,8
7,government,347803,23,no,normal,4,16,4,4,,1,bungalow,10,Penang,1,12179,581802,,Accept,8
7,government,382075,23,yes,normal,4,,4,,1,2,bungalow,10,Penang,2,7353,867394,19087,Accept,8
7,government,189774,,no,gold,4,16,4,,,1,bungalow,10,Penang,3,10468,649569,17657,Reject,7
7,government,596777,,yes,normal,4,16,4,,1,1,bungalow,,Penang,1,,1423457,,Reject,9
7,government,338180,18,no,normal,4,16,4,4,1,2,bungalow,10,Penang,2,12316,1090645,8436,Accept,8
7,government,543164,23,yes,,4,16,4,4,1,2,bungalow,,Penang,1,10217,1220179,7527,Accept,6
7,government,,,no,gold,4,16,4,,1,3,bungalow,10,Penang,1,12097,883551,,Accept,7
7,government,211980,16,yes,platinum,4,16,4,,,1,bungalow,,Penang,1,10013,668293,,Accept,8
7,government,313808,11,no,gold,4,16,4,,1,2,bungalow,10,Penang,3,5771,1213010,18866,Accept,8
7,government,584587,10,yes,normal,4,,,4,1,2,bungalow,10,Penang,1,6782,1104726,14545,Accept,6
7,government,177579,,no,platinum,4,16,4,,1,3,bungalow,10,Penang,,,,16384,Accept,6
7,government,333565,16,yes,gold,4,16,4,4,1,1,bungalow,10,Penang,2,5389,788939,,Reject,9
7,government,538263,11,no,normal,4,16,,,,2,bungalow,10,Penang,3,3850,733442,17571,Accept,8
7,government,302265,22,yes,normal,4,16,,4,,1,bungalow,10,Penang,3,8860,618193,,Reject,8
7,government,,,no,normal,4,16,4,4,1,2,bungalow,10,Penang,3,7807,1176216,,Accept,6
7,government,212735,22,yes,normal,4,16,,4,1,1,bungalow,,Penang,,,576209,11186,Accept,6
7,government,194735,,no,gold,4,16,4,4,1,2,bungalow,,Penang,2,10786,1220494,10810,Reject,9
7,government,,20,yes,normal,4,16,4,,1,1,bungalow,10,Penang,3,9390,1206994,,Accept,6
7,government,326762,23,no,normal,4,16,4,4,,1,bungalow,,Penang,3,10236,539185,,Reject,8
7,government,397648,11,yes,gold,4,,4,4,1,3,bungalow,10,Penang,1,8061,1255915,17099,Accept,9
7,government,245529,13,no,platinum,4,16,4,4,1,2,bungalow,10,Penang,2,11983,997527,11300,Accept,8
7,government,363919,18,yes,normal,4,16,,4,1,2,bungalow,10,Penang,1,7732,842578,9171,Accept,6
7,government,,15,no,normal,4,,4,4,1,2,bungalow,10,Penang,1,5052,583001,14107,Reject,6
7,government,786008,20,yes,normal,4,16,,,1,3,bungalow,10,Penang,2,5356,1087489,,Accept,8
7,government,,15,no,normal,4,16,4,4,1,3,bungalow,10,Penang,1,3768,759856,,Accept,6
7,government,110756,22,yes,platinum,4,16,,,1,2,bungalow,10,Penang,1,,,18176,Accept,8
7,government,269629,16,no,normal,4,16,4,4,,3,bungalow,10,Penang,3,3961,1187129,17063,Accept,9
7,government,466015,18,yes,gold,4,16,4,,1,3,bungalow,,Penang,,7022,1296275,,Accept,8
7,government,549144,21,no,normal,4,16,4,4,1,3,bungalow,10,Penang,3,,925710,7995,Accept,8
7,government,172716,19,yes,normal,4,16,,4,1,2,bungalow,,Penang,3,4014,,10047,Accept,8
7,government,102800,13,no,platinum,4,,4,4,1,3,bungalow,10,Penang,,8871,470961,,Accept,6
7,government,420665,15,yes,normal,4,16,,,1,1,bungalow,10,Penang,2,,1013125,14120,Accept,8
7,government,737945,18,no,gold,4,16,4,4,,3,bungalow,,Penang,2,6725,1414835,8333,Accept,8
7,government,373391,24,yes,normal,4,16,4,,1,3,bungalow,10,Penang,,6525,665907,19096,Accept,6
7,government,129187,16,no,normal,4,16,4,,1,1,bungalow,,Penang,3,,562789,7628,Accept,8
7,government,178400,19,yes,gold,4,,,4,1,1,bungalow,10,Penang,,10355,895316,16678,Accept,6
7,government,551777,11,no,platinum,4,16,4,,,3,,10,Penang,2,8025,591575,,Accept,9
7,government,790233,,yes,gold,4,,4,4,1,3,bungalow,10,Penang,3,,918331,12960,Accept,9
7,government,262146,18,no,normal,4,16,,,,3,bungalow,10,Penang,3,6681,,,Reject,7
7,government,,10,yes,normal,4,16,4,4,1,1,bungalow,10,Penang,,9704,573444,,Reject,7
7,government,313412,23,no,normal,4,,4,4,,1,bungalow,,Penang,2,6758,1096585,,Reject,9
7,government,573912,13,yes,gold,4,16,4,,1,2,bungalow,10,Penang,,5908,1093036,16551,Accept,9
7,government,189388,18,no,gold,4,,4,,1,2,bungalow,10,Penang,2,8463,1429018,11048,Accept,9
7,government,717474,,yes,,4,,4,4,1,3,bungalow,10,Penang,3,11290,701456,,Accept,9
7,government,716356,12,no,normal,4,16,4,4,1,3,bungalow,,Penang,,9702,732550,16728,Accept,8
7,government,754160,11,yes,platinum,4,,,4,1,2,bungalow,,Penang,,8026,671084,,Accept,7
7,government,746763,17,no,,4,16,4,,1,3,,10,Penang,1,11081,1157226,11262,Reject,6
7,government,259280,,yes,platinum,4,16,4,4,1,2,bungalow,,Penang,2,,1269826,9211,Accept,7
7,government,,18,no,normal,4,16,4,,1,2,bungalow,,Penang,,,,15028,Accept,9
7,government,638726,17,yes,normal,4,16,,4,1,3,bungalow,10,Penang,3,5958,517786,15838,Accept,6
7,government,425848,22,no,normal,4,16,4,4,1,3,bungalow,10,Penang,,3795,811167,,Accept,8
7,government,,20,yes,normal,4,16,4,4,1,3,bungalow,10,Penang,,12143,1344297,10730,Accept,7
7,government,,17,no,gold,4,,4,4,1,3,bungalow,,Penang,2,6367,741878,15885,Accept,6
7,government,493874,13,yes,normal,4,16,,4,,1,bungalow,10,Penang,,4992,1092162,,Accept,6
7,government,777723,16,no,normal,4,16,4,4,1,1,bungalow,10,Penang,,9011,1297723,,Accept,7
7,government,426265,13,yes,normal,4,16,4,4,,2,bungalow,,Penang,,5641,984884,7706,Accept,7
